"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Farmington","0900327600",2013,"21 years and over","Rate (per 10,000)","Margins of Error",2.29
"Farmington","0900327600",2014,"Total","Number","DUI Arrests",125
"Farmington","0900327600",2014,"Total","Rate (per 10,000)","DUI Arrests",48.99
"Farmington","0900327600",2014,"Total","Rate (per 10,000)","Margins of Error",0.06
"Farmington","0900327600",2014,"10 years and over","Number","DUI Arrests",125
"Farmington","0900327600",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",54.81
"Farmington","0900327600",2014,"10 years and over","Rate (per 10,000)","Margins of Error",2.11
"Farmington","0900327600",2014,"10 to 17 years","Number","DUI Arrests",2
"Farmington","0900327600",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",7.03
"Farmington","0900327600",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.81
"Farmington","0900327600",2014,"10 to 20 years","Number","DUI Arrests",5
"Farmington","0900327600",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",14.03
"Farmington","0900327600",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.46
"Farmington","0900327600",2014,"18 to 24 years","Number","DUI Arrests",27
"Farmington","0900327600",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",132.29
"Farmington","0900327600",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",21.86
"Farmington","0900327600",2014,"21 years and over","Number","DUI Arrests",120
"Farmington","0900327600",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",62.37
"Farmington","0900327600",2014,"21 years and over","Rate (per 10,000)","Margins of Error",2.58
"Farmington","0900327600",2015,"Total","Number","DUI Arrests",142
"Farmington","0900327600",2015,"Total","Rate (per 10,000)","DUI Arrests",55.55
"Farmington","0900327600",2015,"Total","Rate (per 10,000)","Margins of Error",0.06
"Farmington","0900327600",2015,"10 years and over","Number","DUI Arrests",142
"Farmington","0900327600",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",61.91
"Farmington","0900327600",2015,"10 years and over","Rate (per 10,000)","Margins of Error",2.31
"Farmington","0900327600",2015,"10 to 17 years","Number","DUI Arrests",0
"Farmington","0900327600",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Farmington","0900327600",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Farmington","0900327600",2015,"10 to 20 years","Number","DUI Arrests",10
"Farmington","0900327600",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",28.51
"Farmington","0900327600",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.67
"Farmington","0900327600",2015,"18 to 24 years","Number","DUI Arrests",39
"Farmington","0900327600",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",195.98
"Farmington","0900327600",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",29.6
"Farmington","0900327600",2015,"21 years and over","Number","DUI Arrests",132
"Farmington","0900327600",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",67.94
"Farmington","0900327600",2015,"21 years and over","Rate (per 10,000)","Margins of Error",2.76
"Farmington","0900327600",2016,"Total","Number","DUI Arrests",148
"Farmington","0900327600",2016,"Total","Rate (per 10,000)","DUI Arrests",57.88
"Farmington","0900327600",2016,"Total","Rate (per 10,000)","Margins of Error",0.06
"Farmington","0900327600",2016,"10 years and over","Number","DUI Arrests",148
"Farmington","0900327600",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",64.01
"Farmington","0900327600",2016,"10 years and over","Rate (per 10,000)","Margins of Error",2.31
"Farmington","0900327600",2016,"10 to 17 years","Number","DUI Arrests",0
"Farmington","0900327600",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Farmington","0900327600",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Farmington","0900327600",2016,"10 to 20 years","Number","DUI Arrests",8
"Farmington","0900327600",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",21.65
"Farmington","0900327600",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",2
"Farmington","0900327600",2016,"18 to 24 years","Number","DUI Arrests",38
"Farmington","0900327600",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",179.84
"Farmington","0900327600",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",26.76
"Farmington","0900327600",2016,"21 years and over","Number","DUI Arrests",140
"Farmington","0900327600",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",72.08
"Farmington","0900327600",2016,"21 years and over","Rate (per 10,000)","Margins of Error",2.83
"Franklin","0901129910",2010,"Total","Number","DUI Arrests",3
"Franklin","0901129910",2010,"Total","Rate (per 10,000)","DUI Arrests",15.59
"Franklin","0901129910",2010,"Total","Rate (per 10,000)","Margins of Error",0.98
"Franklin","0901129910",2010,"10 years and over","Number","DUI Arrests",3
"Franklin","0901129910",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",18
"Franklin","0901129910",2010,"10 years and over","Rate (per 10,000)","Margins of Error",1.79
"Franklin","0901129910",2010,"10 to 17 years","Number","DUI Arrests",0
"Franklin","0901129910",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2010,"10 to 20 years","Number","DUI Arrests",0
"Franklin","0901129910",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2010,"18 to 24 years","Number","DUI Arrests",1
"Franklin","0901129910",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",75.19
"Franklin","0901129910",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",72.3
"Franklin","0901129910",2010,"21 years and over","Number","DUI Arrests",3
"Franklin","0901129910",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",20.96
"Franklin","0901129910",2010,"21 years and over","Rate (per 10,000)","Margins of Error",2.35
"Franklin","0901129910",2011,"Total","Number","DUI Arrests",12
"Franklin","0901129910",2011,"Total","Rate (per 10,000)","DUI Arrests",61.29
"Franklin","0901129910",2011,"Total","Rate (per 10,000)","Margins of Error",3.79
"Franklin","0901129910",2011,"10 years and over","Number","DUI Arrests",12
"Franklin","0901129910",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",69.57
"Franklin","0901129910",2011,"10 years and over","Rate (per 10,000)","Margins of Error",5.8
"Franklin","0901129910",2011,"10 to 17 years","Number","DUI Arrests",0
"Franklin","0901129910",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2011,"10 to 20 years","Number","DUI Arrests",0
"Franklin","0901129910",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2011,"18 to 24 years","Number","DUI Arrests",2
"Franklin","0901129910",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",136.99
"Franklin","0901129910",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",94.02
"Franklin","0901129910",2011,"21 years and over","Number","DUI Arrests",12
"Franklin","0901129910",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",83.57
"Franklin","0901129910",2011,"21 years and over","Rate (per 10,000)","Margins of Error",7.95
"Franklin","0901129910",2012,"Total","Number","DUI Arrests",7
"Franklin","0901129910",2012,"Total","Rate (per 10,000)","DUI Arrests",35.28
"Franklin","0901129910",2012,"Total","Rate (per 10,000)","Margins of Error",2.17
"Franklin","0901129910",2012,"10 years and over","Number","DUI Arrests",7
"Franklin","0901129910",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",39.86
"Franklin","0901129910",2012,"10 years and over","Rate (per 10,000)","Margins of Error",2.69
"Franklin","0901129910",2012,"10 to 17 years","Number","DUI Arrests",0
"Franklin","0901129910",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2012,"10 to 20 years","Number","DUI Arrests",0
"Franklin","0901129910",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2012,"18 to 24 years","Number","DUI Arrests",3
"Franklin","0901129910",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",205.48
"Franklin","0901129910",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",56.19
"Franklin","0901129910",2012,"21 years and over","Number","DUI Arrests",7
"Franklin","0901129910",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",47.07
"Franklin","0901129910",2012,"21 years and over","Rate (per 10,000)","Margins of Error",3.47
"Franklin","0901129910",2013,"Total","Number","DUI Arrests",11
"Franklin","0901129910",2013,"Total","Rate (per 10,000)","DUI Arrests",56.41
"Franklin","0901129910",2013,"Total","Rate (per 10,000)","Margins of Error",3.1
"Franklin","0901129910",2013,"10 years and over","Number","DUI Arrests",11
"Franklin","0901129910",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",63.25
"Franklin","0901129910",2013,"10 years and over","Rate (per 10,000)","Margins of Error",4.2
"Franklin","0901129910",2013,"10 to 17 years","Number","DUI Arrests",0
"Franklin","0901129910",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2013,"10 to 20 years","Number","DUI Arrests",1
"Franklin","0901129910",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",37.45
"Franklin","0901129910",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",6.27
"Franklin","0901129910",2013,"18 to 24 years","Number","DUI Arrests",4
"Franklin","0901129910",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",291.97
"Franklin","0901129910",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",76.16
"Franklin","0901129910",2013,"21 years and over","Number","DUI Arrests",10
"Franklin","0901129910",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",67.93
"Franklin","0901129910",2013,"21 years and over","Rate (per 10,000)","Margins of Error",4.92
"Franklin","0901129910",2014,"Total","Number","DUI Arrests",11
"Franklin","0901129910",2014,"Total","Rate (per 10,000)","DUI Arrests",55.19
"Franklin","0901129910",2014,"Total","Rate (per 10,000)","Margins of Error",2.71
"Franklin","0901129910",2014,"10 years and over","Number","DUI Arrests",11
"Franklin","0901129910",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",61.11
"Franklin","0901129910",2014,"10 years and over","Rate (per 10,000)","Margins of Error",4.1
"Franklin","0901129910",2014,"10 to 17 years","Number","DUI Arrests",0
"Franklin","0901129910",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2014,"10 to 20 years","Number","DUI Arrests",0
"Franklin","0901129910",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2014,"18 to 24 years","Number","DUI Arrests",1
"Franklin","0901129910",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",66.67
"Franklin","0901129910",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",15.06
"Franklin","0901129910",2014,"21 years and over","Number","DUI Arrests",11
"Franklin","0901129910",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",72.32
"Franklin","0901129910",2014,"21 years and over","Rate (per 10,000)","Margins of Error",5.18
"Franklin","0901129910",2015,"Total","Number","DUI Arrests",5
"Franklin","0901129910",2015,"Total","Rate (per 10,000)","DUI Arrests",25.89
"Franklin","0901129910",2015,"Total","Rate (per 10,000)","Margins of Error",1.34
"Franklin","0901129910",2015,"10 years and over","Number","DUI Arrests",5
"Franklin","0901129910",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",28.54
"Franklin","0901129910",2015,"10 years and over","Rate (per 10,000)","Margins of Error",1.96
"Franklin","0901129910",2015,"10 to 17 years","Number","DUI Arrests",0
"Franklin","0901129910",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2015,"10 to 20 years","Number","DUI Arrests",0
"Franklin","0901129910",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2015,"18 to 24 years","Number","DUI Arrests",0
"Franklin","0901129910",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2015,"21 years and over","Number","DUI Arrests",5
"Franklin","0901129910",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",34.13
"Franklin","0901129910",2015,"21 years and over","Rate (per 10,000)","Margins of Error",2.53
"Franklin","0901129910",2016,"Total","Number","DUI Arrests",8
"Franklin","0901129910",2016,"Total","Rate (per 10,000)","DUI Arrests",40.71
"Franklin","0901129910",2016,"Total","Rate (per 10,000)","Margins of Error",1.82
"Franklin","0901129910",2016,"10 years and over","Number","DUI Arrests",8
"Franklin","0901129910",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",44.69
"Franklin","0901129910",2016,"10 years and over","Rate (per 10,000)","Margins of Error",2.97
"Franklin","0901129910",2016,"10 to 17 years","Number","DUI Arrests",0
"Franklin","0901129910",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Franklin","0901129910",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Franklin","0901129910",2016,"10 to 20 years","Number","DUI Arrests",2
"Franklin","0901129910",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",74.35
"Franklin","0901129910",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",14.4
"Franklin","0901129910",2016,"18 to 24 years","Number","DUI Arrests",2
"Franklin","0901129910",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",136.05
"Franklin","0901129910",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",33.22
"Franklin","0901129910",2016,"21 years and over","Number","DUI Arrests",6
"Franklin","0901129910",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",39.45
"Franklin","0901129910",2016,"21 years and over","Rate (per 10,000)","Margins of Error",2.77
"Glastonbury","0900331240",2010,"Total","Number","DUI Arrests",83
"Glastonbury","0900331240",2010,"Total","Rate (per 10,000)","DUI Arrests",24.42
"Glastonbury","0900331240",2010,"Total","Rate (per 10,000)","Margins of Error",0.02
"Glastonbury","0900331240",2010,"10 years and over","Number","DUI Arrests",83
"Glastonbury","0900331240",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",27.87
"Glastonbury","0900331240",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0.92
"Glastonbury","0900331240",2010,"10 to 17 years","Number","DUI Arrests",1
"Glastonbury","0900331240",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",2.19
"Glastonbury","0900331240",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.18
"Glastonbury","0900331240",2010,"10 to 20 years","Number","DUI Arrests",3
"Glastonbury","0900331240",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",5.52
"Glastonbury","0900331240",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.42
"Glastonbury","0900331240",2010,"18 to 24 years","Number","DUI Arrests",16
"Glastonbury","0900331240",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",81.05
"Glastonbury","0900331240",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",11.13
"Glastonbury","0900331240",2010,"21 years and over","Number","DUI Arrests",80
"Glastonbury","0900331240",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",32.87
"Glastonbury","0900331240",2010,"21 years and over","Rate (per 10,000)","Margins of Error",1.2
"Glastonbury","0900331240",2011,"Total","Number","DUI Arrests",89
"Glastonbury","0900331240",2011,"Total","Rate (per 10,000)","DUI Arrests",26.05
"Glastonbury","0900331240",2011,"Total","Rate (per 10,000)","Margins of Error",0.02
"Glastonbury","0900331240",2011,"10 years and over","Number","DUI Arrests",89
"Glastonbury","0900331240",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",29.88
"Glastonbury","0900331240",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.99
"Glastonbury","0900331240",2011,"10 to 17 years","Number","DUI Arrests",2
"Glastonbury","0900331240",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",4.26
"Glastonbury","0900331240",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.35
"Glastonbury","0900331240",2011,"10 to 20 years","Number","DUI Arrests",7
"Glastonbury","0900331240",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",12.53
"Glastonbury","0900331240",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.96
"Glastonbury","0900331240",2011,"18 to 24 years","Number","DUI Arrests",17
"Glastonbury","0900331240",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",92.59
"Glastonbury","0900331240",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",13.38
"Glastonbury","0900331240",2011,"21 years and over","Number","DUI Arrests",82
"Glastonbury","0900331240",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",33.89
"Glastonbury","0900331240",2011,"21 years and over","Rate (per 10,000)","Margins of Error",1.25
"Glastonbury","0900331240",2012,"Total","Number","DUI Arrests",99
"Glastonbury","0900331240",2012,"Total","Rate (per 10,000)","DUI Arrests",28.78
"Glastonbury","0900331240",2012,"Total","Rate (per 10,000)","Margins of Error",0.03
"Glastonbury","0900331240",2012,"10 years and over","Number","DUI Arrests",99
"Glastonbury","0900331240",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",32.99
"Glastonbury","0900331240",2012,"10 years and over","Rate (per 10,000)","Margins of Error",1.12
"Glastonbury","0900331240",2012,"10 to 17 years","Number","DUI Arrests",0
"Glastonbury","0900331240",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Glastonbury","0900331240",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Glastonbury","0900331240",2012,"10 to 20 years","Number","DUI Arrests",8
"Glastonbury","0900331240",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",14.51
"Glastonbury","0900331240",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.16
"Glastonbury","0900331240",2012,"18 to 24 years","Number","DUI Arrests",21
"Glastonbury","0900331240",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",103.04
"Glastonbury","0900331240",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",15.11
"Glastonbury","0900331240",2012,"21 years and over","Number","DUI Arrests",91
"Glastonbury","0900331240",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",37.15
"Glastonbury","0900331240",2012,"21 years and over","Rate (per 10,000)","Margins of Error",1.39
"Glastonbury","0900331240",2013,"Total","Number","DUI Arrests",70
"Glastonbury","0900331240",2013,"Total","Rate (per 10,000)","DUI Arrests",20.26
"Glastonbury","0900331240",2013,"Total","Rate (per 10,000)","Margins of Error",0.02
"Glastonbury","0900331240",2013,"10 years and over","Number","DUI Arrests",70
"Glastonbury","0900331240",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",23.1
"Glastonbury","0900331240",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.75
"Glastonbury","0900331240",2013,"10 to 17 years","Number","DUI Arrests",1
"Glastonbury","0900331240",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",2.16
"Glastonbury","0900331240",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.18
"Glastonbury","0900331240",2013,"10 to 20 years","Number","DUI Arrests",3
"Glastonbury","0900331240",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",5.32
"Glastonbury","0900331240",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.42
"Glastonbury","0900331240",2013,"18 to 24 years","Number","DUI Arrests",20
"Glastonbury","0900331240",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",103.04
"Glastonbury","0900331240",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",15.93
"Glastonbury","0900331240",2013,"21 years and over","Number","DUI Arrests",67
"Glastonbury","0900331240",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",27.18
"Glastonbury","0900331240",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0.97
"Glastonbury","0900331240",2014,"Total","Number","DUI Arrests",97
"Glastonbury","0900331240",2014,"Total","Rate (per 10,000)","DUI Arrests",27.99
"Glastonbury","0900331240",2014,"Total","Rate (per 10,000)","Margins of Error",0.02
"Glastonbury","0900331240",2014,"10 years and over","Number","DUI Arrests",97
"Glastonbury","0900331240",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",31.75
"Glastonbury","0900331240",2014,"10 years and over","Rate (per 10,000)","Margins of Error",1.03
"Glastonbury","0900331240",2014,"10 to 17 years","Number","DUI Arrests",1
"Glastonbury","0900331240",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",2.21
"Glastonbury","0900331240",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.2
"Glastonbury","0900331240",2014,"10 to 20 years","Number","DUI Arrests",8
"Glastonbury","0900331240",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",14.26
"Glastonbury","0900331240",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.18
"Glastonbury","0900331240",2014,"18 to 24 years","Number","DUI Arrests",20
"Glastonbury","0900331240",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",89.89
"Glastonbury","0900331240",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",13.47
"Glastonbury","0900331240",2014,"21 years and over","Number","DUI Arrests",89
"Glastonbury","0900331240",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",35.69
"Glastonbury","0900331240",2014,"21 years and over","Rate (per 10,000)","Margins of Error",1.25
"Glastonbury","0900331240",2015,"Total","Number","DUI Arrests",59
"Glastonbury","0900331240",2015,"Total","Rate (per 10,000)","DUI Arrests",17.01
"Glastonbury","0900331240",2015,"Total","Rate (per 10,000)","Margins of Error",0.02
"Glastonbury","0900331240",2015,"10 years and over","Number","DUI Arrests",59
"Glastonbury","0900331240",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",19.28
"Glastonbury","0900331240",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.63
"Glastonbury","0900331240",2015,"10 to 17 years","Number","DUI Arrests",0
"Glastonbury","0900331240",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Glastonbury","0900331240",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Glastonbury","0900331240",2015,"10 to 20 years","Number","DUI Arrests",4
"Glastonbury","0900331240",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",7.08
"Glastonbury","0900331240",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.57
"Glastonbury","0900331240",2015,"18 to 24 years","Number","DUI Arrests",13
"Glastonbury","0900331240",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",60.8
"Glastonbury","0900331240",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",9.07
"Glastonbury","0900331240",2015,"21 years and over","Number","DUI Arrests",55
"Glastonbury","0900331240",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",22.05
"Glastonbury","0900331240",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0.79
"Glastonbury","0900331240",2016,"Total","Number","DUI Arrests",82
"Glastonbury","0900331240",2016,"Total","Rate (per 10,000)","DUI Arrests",23.65
"Glastonbury","0900331240",2016,"Total","Rate (per 10,000)","Margins of Error",0.02
"Glastonbury","0900331240",2016,"10 years and over","Number","DUI Arrests",82
"Glastonbury","0900331240",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",26.45
"Glastonbury","0900331240",2016,"10 years and over","Rate (per 10,000)","Margins of Error",0.82
"Glastonbury","0900331240",2016,"10 to 17 years","Number","DUI Arrests",0
"Glastonbury","0900331240",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Glastonbury","0900331240",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Glastonbury","0900331240",2016,"10 to 20 years","Number","DUI Arrests",4
"Glastonbury","0900331240",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",7.19
"Glastonbury","0900331240",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.58
"Glastonbury","0900331240",2016,"18 to 24 years","Number","DUI Arrests",15
"Glastonbury","0900331240",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",72.6
"Glastonbury","0900331240",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",10.73
"Glastonbury","0900331240",2016,"21 years and over","Number","DUI Arrests",78
"Glastonbury","0900331240",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",30.67
"Glastonbury","0900331240",2016,"21 years and over","Rate (per 10,000)","Margins of Error",1.03
"Goshen","0900532290",2010,"Total","Number","DUI Arrests",11
"Goshen","0900532290",2010,"Total","Rate (per 10,000)","DUI Arrests",37.29
"Goshen","0900532290",2010,"Total","Rate (per 10,000)","Margins of Error",0.23
"Goshen","0900532290",2010,"10 years and over","Number","DUI Arrests",11
"Goshen","0900532290",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",40.03
"Goshen","0900532290",2010,"10 years and over","Rate (per 10,000)","Margins of Error",3.84
"Goshen","0900532290",2010,"10 to 17 years","Number","DUI Arrests",0
"Goshen","0900532290",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2010,"10 to 20 years","Number","DUI Arrests",1
"Goshen","0900532290",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",21.83
"Goshen","0900532290",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",5.58
"Goshen","0900532290",2010,"18 to 24 years","Number","DUI Arrests",2
"Goshen","0900532290",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",101.52
"Goshen","0900532290",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",37.8
"Goshen","0900532290",2010,"21 years and over","Number","DUI Arrests",10
"Goshen","0900532290",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",43.67
"Goshen","0900532290",2010,"21 years and over","Rate (per 10,000)","Margins of Error",4.51
"Goshen","0900532290",2011,"Total","Number","DUI Arrests",7
"Goshen","0900532290",2011,"Total","Rate (per 10,000)","DUI Arrests",23.67
"Goshen","0900532290",2011,"Total","Rate (per 10,000)","Margins of Error",0.14
"Goshen","0900532290",2011,"10 years and over","Number","DUI Arrests",7
"Goshen","0900532290",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",25.8
"Goshen","0900532290",2011,"10 years and over","Rate (per 10,000)","Margins of Error",2.96
"Goshen","0900532290",2011,"10 to 17 years","Number","DUI Arrests",0
"Goshen","0900532290",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2011,"10 to 20 years","Number","DUI Arrests",0
"Goshen","0900532290",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2011,"18 to 24 years","Number","DUI Arrests",0
