"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Redding","0900163480",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",20.66
"Redding","0900163480",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.88
"Redding","0900163480",2016,"18 to 24 years","Number","DUI Arrests",2
"Redding","0900163480",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",32
"Redding","0900163480",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",7.86
"Redding","0900163480",2016,"21 years and over","Number","DUI Arrests",6
"Redding","0900163480",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",8.84
"Redding","0900163480",2016,"21 years and over","Rate (per 10,000)","Margins of Error",0.57
"Ridgefield","0900163970",2010,"Total","Number","DUI Arrests",40
"Ridgefield","0900163970",2010,"Total","Rate (per 10,000)","DUI Arrests",16.46
"Ridgefield","0900163970",2010,"Total","Rate (per 10,000)","Margins of Error",0.03
"Ridgefield","0900163970",2010,"10 years and over","Number","DUI Arrests",40
"Ridgefield","0900163970",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",19.19
"Ridgefield","0900163970",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0.69
"Ridgefield","0900163970",2010,"10 to 17 years","Number","DUI Arrests",1
"Ridgefield","0900163970",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",2.54
"Ridgefield","0900163970",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.22
"Ridgefield","0900163970",2010,"10 to 20 years","Number","DUI Arrests",2
"Ridgefield","0900163970",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",4.56
"Ridgefield","0900163970",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.38
"Ridgefield","0900163970",2010,"18 to 24 years","Number","DUI Arrests",5
"Ridgefield","0900163970",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",44.84
"Ridgefield","0900163970",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",7.01
"Ridgefield","0900163970",2010,"21 years and over","Number","DUI Arrests",38
"Ridgefield","0900163970",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",23.1
"Ridgefield","0900163970",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0.93
"Ridgefield","0900163970",2011,"Total","Number","DUI Arrests",15
"Ridgefield","0900163970",2011,"Total","Rate (per 10,000)","DUI Arrests",6.13
"Ridgefield","0900163970",2011,"Total","Rate (per 10,000)","Margins of Error",0.01
"Ridgefield","0900163970",2011,"10 years and over","Number","DUI Arrests",15
"Ridgefield","0900163970",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",7.19
"Ridgefield","0900163970",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.27
"Ridgefield","0900163970",2011,"10 to 17 years","Number","DUI Arrests",0
"Ridgefield","0900163970",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Ridgefield","0900163970",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Ridgefield","0900163970",2011,"10 to 20 years","Number","DUI Arrests",2
"Ridgefield","0900163970",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",4.72
"Ridgefield","0900163970",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.42
"Ridgefield","0900163970",2011,"18 to 24 years","Number","DUI Arrests",2
"Ridgefield","0900163970",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",17.71
"Ridgefield","0900163970",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",2.91
"Ridgefield","0900163970",2011,"21 years and over","Number","DUI Arrests",13
"Ridgefield","0900163970",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",7.81
"Ridgefield","0900163970",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0.32
"Ridgefield","0900163970",2012,"Total","Number","DUI Arrests",27
"Ridgefield","0900163970",2012,"Total","Rate (per 10,000)","DUI Arrests",10.95
"Ridgefield","0900163970",2012,"Total","Rate (per 10,000)","Margins of Error",0.03
"Ridgefield","0900163970",2012,"10 years and over","Number","DUI Arrests",27
"Ridgefield","0900163970",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",12.78
"Ridgefield","0900163970",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.48
"Ridgefield","0900163970",2012,"10 to 17 years","Number","DUI Arrests",1
"Ridgefield","0900163970",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",2.5
"Ridgefield","0900163970",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.22
"Ridgefield","0900163970",2012,"10 to 20 years","Number","DUI Arrests",4
"Ridgefield","0900163970",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",8.8
"Ridgefield","0900163970",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.75
"Ridgefield","0900163970",2012,"18 to 24 years","Number","DUI Arrests",9
"Ridgefield","0900163970",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",78.26
"Ridgefield","0900163970",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",14.27
"Ridgefield","0900163970",2012,"21 years and over","Number","DUI Arrests",23
"Ridgefield","0900163970",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",13.87
"Ridgefield","0900163970",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0.57
"Ridgefield","0900163970",2013,"Total","Number","DUI Arrests",30
"Ridgefield","0900163970",2013,"Total","Rate (per 10,000)","DUI Arrests",12.08
"Ridgefield","0900163970",2013,"Total","Rate (per 10,000)","Margins of Error",0.02
"Ridgefield","0900163970",2013,"10 years and over","Number","DUI Arrests",30
"Ridgefield","0900163970",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",14.06
"Ridgefield","0900163970",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.55
"Ridgefield","0900163970",2013,"10 to 17 years","Number","DUI Arrests",1
"Ridgefield","0900163970",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",2.44
"Ridgefield","0900163970",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.24
"Ridgefield","0900163970",2013,"10 to 20 years","Number","DUI Arrests",5
"Ridgefield","0900163970",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",10.64
"Ridgefield","0900163970",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.97
"Ridgefield","0900163970",2013,"18 to 24 years","Number","DUI Arrests",8
"Ridgefield","0900163970",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",68.26
"Ridgefield","0900163970",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",12.32
"Ridgefield","0900163970",2013,"21 years and over","Number","DUI Arrests",25
"Ridgefield","0900163970",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",15.02
"Ridgefield","0900163970",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0.64
"Ridgefield","0900163970",2014,"Total","Number","DUI Arrests",44
"Ridgefield","0900163970",2014,"Total","Rate (per 10,000)","DUI Arrests",17.58
"Ridgefield","0900163970",2014,"Total","Rate (per 10,000)","Margins of Error",0.03
"Ridgefield","0900163970",2014,"10 years and over","Number","DUI Arrests",44
"Ridgefield","0900163970",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",20.48
"Ridgefield","0900163970",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0.79
"Ridgefield","0900163970",2014,"10 to 17 years","Number","DUI Arrests",1
"Ridgefield","0900163970",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",2.48
"Ridgefield","0900163970",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.22
"Ridgefield","0900163970",2014,"10 to 20 years","Number","DUI Arrests",5
"Ridgefield","0900163970",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",10.76
"Ridgefield","0900163970",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.89
"Ridgefield","0900163970",2014,"18 to 24 years","Number","DUI Arrests",13
"Ridgefield","0900163970",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",114.04
"Ridgefield","0900163970",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",21.84
"Ridgefield","0900163970",2014,"21 years and over","Number","DUI Arrests",39
"Ridgefield","0900163970",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",23.17
"Ridgefield","0900163970",2014,"21 years and over","Rate (per 10,000)","Margins of Error",1.01
"Ridgefield","0900163970",2015,"Total","Number","DUI Arrests",40
"Ridgefield","0900163970",2015,"Total","Rate (per 10,000)","DUI Arrests",15.91
"Ridgefield","0900163970",2015,"Total","Rate (per 10,000)","Margins of Error",0.03
"Ridgefield","0900163970",2015,"10 years and over","Number","DUI Arrests",40
"Ridgefield","0900163970",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",18.42
"Ridgefield","0900163970",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.71
"Ridgefield","0900163970",2015,"10 to 17 years","Number","DUI Arrests",0
"Ridgefield","0900163970",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Ridgefield","0900163970",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Ridgefield","0900163970",2015,"10 to 20 years","Number","DUI Arrests",2
"Ridgefield","0900163970",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",4.27
"Ridgefield","0900163970",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.39
"Ridgefield","0900163970",2015,"18 to 24 years","Number","DUI Arrests",12
"Ridgefield","0900163970",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",102.92
"Ridgefield","0900163970",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",20.37
"Ridgefield","0900163970",2015,"21 years and over","Number","DUI Arrests",38
"Ridgefield","0900163970",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",22.31
"Ridgefield","0900163970",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0.95
"Ridgefield","0900163970",2016,"Total","Number","DUI Arrests",41
"Ridgefield","0900163970",2016,"Total","Rate (per 10,000)","DUI Arrests",16.32
"Ridgefield","0900163970",2016,"Total","Rate (per 10,000)","Margins of Error",0.02
"Ridgefield","0900163970",2016,"10 years and over","Number","DUI Arrests",41
"Ridgefield","0900163970",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",18.66
"Ridgefield","0900163970",2016,"10 years and over","Rate (per 10,000)","Margins of Error",0.73
"Ridgefield","0900163970",2016,"10 to 17 years","Number","DUI Arrests",1
"Ridgefield","0900163970",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",2.39
"Ridgefield","0900163970",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.22
"Ridgefield","0900163970",2016,"10 to 20 years","Number","DUI Arrests",5
"Ridgefield","0900163970",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",10.44
"Ridgefield","0900163970",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.93
"Ridgefield","0900163970",2016,"18 to 24 years","Number","DUI Arrests",12
"Ridgefield","0900163970",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",97.48
"Ridgefield","0900163970",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",19.37
"Ridgefield","0900163970",2016,"21 years and over","Number","DUI Arrests",36
"Ridgefield","0900163970",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",20.95
"Ridgefield","0900163970",2016,"21 years and over","Rate (per 10,000)","Margins of Error",0.91
"Rocky Hill","0900365370",2010,"Total","Number","DUI Arrests",9
"Rocky Hill","0900365370",2010,"Total","Rate (per 10,000)","DUI Arrests",4.63
"Rocky Hill","0900365370",2010,"Total","Rate (per 10,000)","Margins of Error",0.01
"Rocky Hill","0900365370",2010,"10 years and over","Number","DUI Arrests",9
"Rocky Hill","0900365370",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",5.19
"Rocky Hill","0900365370",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0.26
"Rocky Hill","0900365370",2010,"10 to 17 years","Number","DUI Arrests",0
"Rocky Hill","0900365370",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Rocky Hill","0900365370",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Rocky Hill","0900365370",2010,"10 to 20 years","Number","DUI Arrests",0
"Rocky Hill","0900365370",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Rocky Hill","0900365370",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Rocky Hill","0900365370",2010,"18 to 24 years","Number","DUI Arrests",1
"Rocky Hill","0900365370",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",8.09
"Rocky Hill","0900365370",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",1.9
"Rocky Hill","0900365370",2010,"21 years and over","Number","DUI Arrests",9
"Rocky Hill","0900365370",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",5.89
"Rocky Hill","0900365370",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0.31
"Rocky Hill","0900365370",2011,"Total","Number","DUI Arrests",24
"Rocky Hill","0900365370",2011,"Total","Rate (per 10,000)","DUI Arrests",12.29
"Rocky Hill","0900365370",2011,"Total","Rate (per 10,000)","Margins of Error",0.02
"Rocky Hill","0900365370",2011,"10 years and over","Number","DUI Arrests",24
"Rocky Hill","0900365370",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",13.85
"Rocky Hill","0900365370",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.76
"Rocky Hill","0900365370",2011,"10 to 17 years","Number","DUI Arrests",0
"Rocky Hill","0900365370",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Rocky Hill","0900365370",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Rocky Hill","0900365370",2011,"10 to 20 years","Number","DUI Arrests",0
"Rocky Hill","0900365370",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Rocky Hill","0900365370",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Rocky Hill","0900365370",2011,"18 to 24 years","Number","DUI Arrests",4
"Rocky Hill","0900365370",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",33
"Rocky Hill","0900365370",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",7.17
"Rocky Hill","0900365370",2011,"21 years and over","Number","DUI Arrests",24
"Rocky Hill","0900365370",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",15.87
"Rocky Hill","0900365370",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0.93
"Rocky Hill","0900365370",2012,"Total","Number","DUI Arrests",65
"Rocky Hill","0900365370",2012,"Total","Rate (per 10,000)","DUI Arrests",33.11
"Rocky Hill","0900365370",2012,"Total","Rate (per 10,000)","Margins of Error",0.06
"Rocky Hill","0900365370",2012,"10 years and over","Number","DUI Arrests",65
"Rocky Hill","0900365370",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",37.17
"Rocky Hill","0900365370",2012,"10 years and over","Rate (per 10,000)","Margins of Error",1.87
"Rocky Hill","0900365370",2012,"10 to 17 years","Number","DUI Arrests",1
"Rocky Hill","0900365370",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",5.61
"Rocky Hill","0900365370",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.93
"Rocky Hill","0900365370",2012,"10 to 20 years","Number","DUI Arrests",7
"Rocky Hill","0900365370",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",32.44
"Rocky Hill","0900365370",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",4.98
"Rocky Hill","0900365370",2012,"18 to 24 years","Number","DUI Arrests",15
"Rocky Hill","0900365370",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",127.23
"Rocky Hill","0900365370",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",26.33
"Rocky Hill","0900365370",2012,"21 years and over","Number","DUI Arrests",58
"Rocky Hill","0900365370",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",37.84
"Rocky Hill","0900365370",2012,"21 years and over","Rate (per 10,000)","Margins of Error",2.02
"Rocky Hill","0900365370",2013,"Total","Number","DUI Arrests",75
"Rocky Hill","0900365370",2013,"Total","Rate (per 10,000)","DUI Arrests",37.99
"Rocky Hill","0900365370",2013,"Total","Rate (per 10,000)","Margins of Error",0.09
"Rocky Hill","0900365370",2013,"10 years and over","Number","DUI Arrests",75
"Rocky Hill","0900365370",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",42.61
"Rocky Hill","0900365370",2013,"10 years and over","Rate (per 10,000)","Margins of Error",2.24
"Rocky Hill","0900365370",2013,"10 to 17 years","Number","DUI Arrests",1
"Rocky Hill","0900365370",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",5.19
"Rocky Hill","0900365370",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.9
"Rocky Hill","0900365370",2013,"10 to 20 years","Number","DUI Arrests",7
"Rocky Hill","0900365370",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",29.84
"Rocky Hill","0900365370",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",4.7
"Rocky Hill","0900365370",2013,"18 to 24 years","Number","DUI Arrests",18
"Rocky Hill","0900365370",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",143.08
"Rocky Hill","0900365370",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",30.62
"Rocky Hill","0900365370",2013,"21 years and over","Number","DUI Arrests",68
"Rocky Hill","0900365370",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",44.58
"Rocky Hill","0900365370",2013,"21 years and over","Rate (per 10,000)","Margins of Error",2.47
"Rocky Hill","0900365370",2014,"Total","Number","DUI Arrests",55
"Rocky Hill","0900365370",2014,"Total","Rate (per 10,000)","DUI Arrests",27.72
"Rocky Hill","0900365370",2014,"Total","Rate (per 10,000)","Margins of Error",0.04
"Rocky Hill","0900365370",2014,"10 years and over","Number","DUI Arrests",55
"Rocky Hill","0900365370",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",31.12
"Rocky Hill","0900365370",2014,"10 years and over","Rate (per 10,000)","Margins of Error",1.68
"Rocky Hill","0900365370",2014,"10 to 17 years","Number","DUI Arrests",1
"Rocky Hill","0900365370",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",5.68
"Rocky Hill","0900365370",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",1
"Rocky Hill","0900365370",2014,"10 to 20 years","Number","DUI Arrests",2
"Rocky Hill","0900365370",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",8.76
"Rocky Hill","0900365370",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.34
"Rocky Hill","0900365370",2014,"18 to 24 years","Number","DUI Arrests",13
"Rocky Hill","0900365370",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",93.39
"Rocky Hill","0900365370",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",17.85
"Rocky Hill","0900365370",2014,"21 years and over","Number","DUI Arrests",53
"Rocky Hill","0900365370",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",34.44
"Rocky Hill","0900365370",2014,"21 years and over","Rate (per 10,000)","Margins of Error",1.99
"Rocky Hill","0900365370",2015,"Total","Number","DUI Arrests",46
"Rocky Hill","0900365370",2015,"Total","Rate (per 10,000)","DUI Arrests",23.19
"Rocky Hill","0900365370",2015,"Total","Rate (per 10,000)","Margins of Error",0.07
"Rocky Hill","0900365370",2015,"10 years and over","Number","DUI Arrests",46
"Rocky Hill","0900365370",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",26.03
"Rocky Hill","0900365370",2015,"10 years and over","Rate (per 10,000)","Margins of Error",1.38
"Rocky Hill","0900365370",2015,"10 to 17 years","Number","DUI Arrests",0
"Rocky Hill","0900365370",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Rocky Hill","0900365370",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Rocky Hill","0900365370",2015,"10 to 20 years","Number","DUI Arrests",6
"Rocky Hill","0900365370",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",24.48
"Rocky Hill","0900365370",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",3.74
"Rocky Hill","0900365370",2015,"18 to 24 years","Number","DUI Arrests",15
"Rocky Hill","0900365370",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",106.76
"Rocky Hill","0900365370",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",21.73
"Rocky Hill","0900365370",2015,"21 years and over","Number","DUI Arrests",40
"Rocky Hill","0900365370",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",26.28
"Rocky Hill","0900365370",2015,"21 years and over","Rate (per 10,000)","Margins of Error",1.48
"Rocky Hill","0900365370",2016,"Total","Number","DUI Arrests",57
"Rocky Hill","0900365370",2016,"Total","Rate (per 10,000)","DUI Arrests",28.61
"Rocky Hill","0900365370",2016,"Total","Rate (per 10,000)","Margins of Error",0.05
"Rocky Hill","0900365370",2016,"10 years and over","Number","DUI Arrests",57
"Rocky Hill","0900365370",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",31.89
"Rocky Hill","0900365370",2016,"10 years and over","Rate (per 10,000)","Margins of Error",1.7
"Rocky Hill","0900365370",2016,"10 to 17 years","Number","DUI Arrests",0
"Rocky Hill","0900365370",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Rocky Hill","0900365370",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Rocky Hill","0900365370",2016,"10 to 20 years","Number","DUI Arrests",5
"Rocky Hill","0900365370",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",22.6
"Rocky Hill","0900365370",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",3.78
"Rocky Hill","0900365370",2016,"18 to 24 years","Number","DUI Arrests",19
"Rocky Hill","0900365370",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",140.43
"Rocky Hill","0900365370",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",33.19
"Rocky Hill","0900365370",2016,"21 years and over","Number","DUI Arrests",52
"Rocky Hill","0900365370",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",33.2
"Rocky Hill","0900365370",2016,"21 years and over","Rate (per 10,000)","Margins of Error",1.86
"Roxbury","0900565930",2010,"Total","Number","DUI Arrests",2
"Roxbury","0900565930",2010,"Total","Rate (per 10,000)","DUI Arrests",8.93
"Roxbury","0900565930",2010,"Total","Rate (per 10,000)","Margins of Error",0.65
"Roxbury","0900565930",2010,"10 years and over","Number","DUI Arrests",2
"Roxbury","0900565930",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",9.88
"Roxbury","0900565930",2010,"10 years and over","Rate (per 10,000)","Margins of Error",1.67
"Roxbury","0900565930",2010,"10 to 17 years","Number","DUI Arrests",0
"Roxbury","0900565930",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2010,"10 to 20 years","Number","DUI Arrests",0
"Roxbury","0900565930",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2010,"18 to 24 years","Number","DUI Arrests",0
"Roxbury","0900565930",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2010,"21 years and over","Number","DUI Arrests",2
"Roxbury","0900565930",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",11.2
"Roxbury","0900565930",2010,"21 years and over","Rate (per 10,000)","Margins of Error",1.81
"Roxbury","0900565930",2011,"Total","Number","DUI Arrests",1
"Roxbury","0900565930",2011,"Total","Rate (per 10,000)","DUI Arrests",4.32
"Roxbury","0900565930",2011,"Total","Rate (per 10,000)","Margins of Error",0.33
"Roxbury","0900565930",2011,"10 years and over","Number","DUI Arrests",1
"Roxbury","0900565930",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",4.75
"Roxbury","0900565930",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.65
"Roxbury","0900565930",2011,"10 to 17 years","Number","DUI Arrests",0
"Roxbury","0900565930",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2011,"10 to 20 years","Number","DUI Arrests",0
"Roxbury","0900565930",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2011,"18 to 24 years","Number","DUI Arrests",0
"Roxbury","0900565930",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2011,"21 years and over","Number","DUI Arrests",1
"Roxbury","0900565930",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",5.49
"Roxbury","0900565930",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0.74
"Roxbury","0900565930",2012,"Total","Number","DUI Arrests",6
"Roxbury","0900565930",2012,"Total","Rate (per 10,000)","DUI Arrests",25.84
"Roxbury","0900565930",2012,"Total","Rate (per 10,000)","Margins of Error",1.95
"Roxbury","0900565930",2012,"10 years and over","Number","DUI Arrests",6
"Roxbury","0900565930",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",28.3
"Roxbury","0900565930",2012,"10 years and over","Rate (per 10,000)","Margins of Error",2.62
"Roxbury","0900565930",2012,"10 to 17 years","Number","DUI Arrests",0
"Roxbury","0900565930",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2012,"10 to 20 years","Number","DUI Arrests",1
"Roxbury","0900565930",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",38.91
"Roxbury","0900565930",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",10.26
"Roxbury","0900565930",2012,"18 to 24 years","Number","DUI Arrests",4
"Roxbury","0900565930",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",305.34
"Roxbury","0900565930",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",121.99
"Roxbury","0900565930",2012,"21 years and over","Number","DUI Arrests",5
"Roxbury","0900565930",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",26.84
"Roxbury","0900565930",2012,"21 years and over","Rate (per 10,000)","Margins of Error",2.66
"Roxbury","0900565930",2013,"Total","Number","DUI Arrests",3
"Roxbury","0900565930",2013,"Total","Rate (per 10,000)","DUI Arrests",13.04
"Roxbury","0900565930",2013,"Total","Rate (per 10,000)","Margins of Error",1.16
"Roxbury","0900565930",2013,"10 years and over","Number","DUI Arrests",3
"Roxbury","0900565930",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",13.97
"Roxbury","0900565930",2013,"10 years and over","Rate (per 10,000)","Margins of Error",1.26
"Roxbury","0900565930",2013,"10 to 17 years","Number","DUI Arrests",0
"Roxbury","0900565930",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2013,"10 to 20 years","Number","DUI Arrests",1
"Roxbury","0900565930",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",33
"Roxbury","0900565930",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",9.24
